Score,Text
5,"What can I say? It's cat food but without stuff in it cats shouldn't be eating. It is her favorite flavor, but that depends on the cat."
5,"My cats love the food, and it's referenced on the list of ""Companies that Don't Test on Animals"" through the PETA web site."
2,"I felt really good about being a good cat mommy and buying something of such quality for my sweeties... Too bad none of the would eat it, no matter what I did.<br /><br />Donated it to the local SPCA -- maybe a dog will eat it."
1,I used to order this product at 25 per box of 12 cans and now it turned into 50 dollars??? how did it double out of nowhere??
5,We always drink Timmothy's or Emeril's. Thought we would try something different. Not too many decafs to choose from. We were pleasantly surprised that this had a great taste with a full bodied flavor. I like my coffee on the milder side so I can even get 2 cups from 1 Kcup.
4,Good subtle flavored coffee for the mid-afternoon pick me up. A bit of sweetness without being overdone. Wish it was available in whole bean as I like it stronger then the Keurig cup can make it.
2,This coffee brews very weak - like a light roast.  W.P. Chef's reserve pods are just over half full.  Put pod on scale and it's 15% less coffee wgt than normal pods.  Stick with normal pods or extra bold if you like coffee that taste like coffee.
1,"This is a good decaf coffee, but I've never before had a k cup dump the contents into my cup. It's extremely irritating to deal with grounds in the cup and machine when deliberately choosing a system that avoids the mess."
2,Warning: this is a STRONG flavor.<br /><br />I thought that this would be Blue Mountain-y... oh no. It is like... rum flavored or something. Yuk.
5,I admit I don't usually drink decaf but this is a favorite in my office and I felt it deserved a good rating.
3,"With so many choices now, I thought I woudl give this a try.<br />The Donut shop Decaf is by far my favorite and this one falls short."
3,Very good tasteing product but I need to use it the smallist setting on my B-60 to really enjoy the depth.
5,"I am still waiting for Peets to come out with Kcups, but in the meantime, the Wolfgang Puck's coffees are filling the bill. I really like Sorrento AND Rodeo Drive---smooth and full bodied.<br />JS"
5,"Not too bold, not too weak...not bitter.  Good way to start if your not into the real strong coffees.  My husband and I have added the Wolfgang Puck ""Breakfast in Bed"" line and the ""Rodeo Drive"" flavors to our buying ritual."
3,"This flavored K-Cup isn't out of this world, but isn't horrible. In my opinion, it's way more flavorful than the Wolfgang Puck Hazelnut K-Cup. We love flavored coffee in our house, and so I would go with this one again. Worth a try."
4,"Never had Hawaiian Hazelnut before so I didn't know what to expect, but it turns out it's pretty good, not as flavored as say DD, but nonetheless pretty good. I have it on subscription now along with the German Chocolate Cake, another one of my favorite flavored K-cups."
5,"This has made me into a coffee lover!  Very  mild and easy on the stomach, but with a great flavor.  Love it!"
4,"Nice, light cup of coffee. Definitely not a bold brew but it's smooth and gentle on the stomach.....good for those mornings when you over did it the night before. Would buy again."
5,This is a very balanced and smooth light coffee great for a first cup of the day.
5,This is a great cup of hazelnut coffee; smooth and balanced with no chemical aftertaste.  My husband and I like it so much that we've ordered it twice directly from the Keurig manufacturer.  SO GLAD that it's now available on Amazon through subscribe and save!
1,No where in the description does it mention that this is a flavored coffee.  By the name I thought it was a Jamaican Blue Mountain blend but its flavored with a weak tasting hazelnut.  Not very good
1,I was in a hurry and did not read the reviews...I trusted amazon's description and it did NOT indicate it was flavored coffee and that it was NOT Jamaican...it is very lightly flavored with vanilla so it isnt too bad. I feel cheated.
2,I drink about 4 to 6 cups of coffee every morning - I'm always looking for a new flavor - so I gave it a try - I drank it but I would not order again. steve
5,Rodeo Drive is my absolute favorite and I'm ready to order more!  That's if I can find it.<br />I don't know why they are discontinuing it.<br />It arrived very fast.
4,"The Breakfast In Bed coffee from Wolfgang Puck is  a good medium roast coffee.  My husband, the regular coffee drinker of our house, likes it, but feels he would like the coffee more if it were a bit stronger.  The product arrived quite soon after ordering."
5,"The Wolfgang Puck Coffee, Chef's Reseerve Columbian Decaf is fantastic and very delicious.  I definitely recommend this product to anyone who wants a great cup of coffee."
5,Nice round flavor. Not harsh or botter. I enjoy it with French Vanilla creamer.  Lately it has been harder to find.  I do hope they have not discontinued it!
1,"Coffee tastes great, but the cups get torn apart when brewing.  What a mess that is!!  I am quite disappointed because I do like this flavor of coffee!!"
5,This is my wife's favorite. She grew up in Seattle and has consumed countless gallons of various types of coffee in her lifetime so I assume this is good coffee. She is also my wine taster as her palate is much more sensitive than mine.
2,"I tried this product solely for the fact it has Wolfgang's name on it.  I should have stuck with Timothy's brand.  This was way too strong to be labeled a breakfast coffee, more like a dinner coffee.  I will not be buying this again, also way too expensive compared to the others."
5,"Love this coffee, but cannot buy it through regular outlets, so am gouged by SASA Corner. Really sticks in my craw paying more than a buck a cup."
5,"We were given a Keurig for a wedding present, along with several variety packs. So far, Wolfgang Puck's Jamaica Me Crazy is our favorite, and we will definitely be repeat buyers of this flavor."
5,"This is my favorite late evening cup of coffee.  Nice flavor, just right before retiring for the night. Keep stocking this brand and I will keep coming back for it!!"
5,It's a great flavor and makes a great cup of coffee. I fine you can have more than 1 cup of this coffee and not feel like it's too much of a flavored coffee. Puck has captured a great flavor with this coffee.
1,"It sure would be nice if they stated ANYWHERE in the description of this coffee that it is flavored.  I love the Bed and Breakfast coffee, it's just plain coffee, so I was surprised when I received the Jamaica coffee and it was flavored.  YUCK!"
1,"I ordered 3 boxes of 18 each.............and opened one box to find they were PODS and not<br />for Keurig, AND I can't return them!!!?????  Yes,the pods fit into the Keurig but<br />the end product is weak and awful.  I am most disappointed"
5,I love the Wolfganag Puck flavors.  This Vienna blend is very nice.  It is medium roast so it is not too strong.  Has a wonderful flavor without being a flavored coffee.  One of my favorites.
5,We purchased an assorted package of K-Cups (by various makers) and of all the coffees THIS is my FAVE!  I really can't see any reason to ever taste-test another flavor!  It smells delicious and TASTES DELICIOUS too!!
2,"The coffee is good. However, at least half of these haven't been sealed correctly. When I brew them the edge of the foil pops open and coffee grounds go everywhere. Not fun to clean. It may have just been the batch we got, but I won't be ordering these again."
5,"Never got a delivery as fast as we did this time.  We were running low on our special coffee. We have sampled many K-cup coffees, some in assorted packs and decided this is the best.  It is mellow, never bitter and always totally enjoyable."
5,"This is my second favorite after the breakfast in bed flavor. I love Wolfgang Puck coffee. It's a little bolder then the breakfast in bed, but still smooth."
5,this is just the perfect thing to end a tired day.  the taste is smooth and warm and creamy.  i find that i look forward to having a cup while i read for a few minutes. what a treat.
4,This is good vanilla coffee.  I got this and the green mountain and prefer this one.  It has a nice sweet flavor
5,"Wolfgang Puck Hawaiian Hazelnut Coffee for Keurig brewer.  Good medium strength coffee with Hazelnut flavor. Full-body, enjoyable anytime of the day. I really like this coffee."
4,"Coffee quality is as good as expected but, close to expiring. Next time, I will spend the extra few dollars and buy the coffee localy."
5,"If you like a balanced cup of joe, this is a great choice. The coffee is smooth and balanced. There is no bitterness or bite. Thank you Chef Puck for this fantastic decaf coffee choice!"
5,"Smooth with a hint of flavor.  Medium boldness yet rich in taste.  Not a ""wake me up"" but certainly enjoyable!"
5,My second purchase of this  cofee & like the first cup it has been wonderful to wake up to.  Not too bold or brash but a good drink to start the day with
5,"The best thing that I look foreward to every morning . It makes my day ,the best tasting coffee ever"
4,I really enjoy this one and I've tried many! In my top 5. A little pricey but will order again sometime in the future.
5,"Jamaica Me Crazy is an awesome smooth coffee, Light Coconut/Vanilla flavorful taste.<br />a good coffee if you don't like real strong coffee.Highly recommend."
5,"Smooth, delicious, can't wait to wakeup with my coffee! I love all the Wolfgang Puck coffee flavors...never a dull flavor!"
5,This is our first time trying the Wolfgang Puck coffee - so glad we did!!!  It is a wonderful medium blend and great for any time of day!  I would buy it again!
5,This is the best k cup coffee that we have been able to find.  Very rich flavors and a medium + roast.  We love this one!
5,I loved this brand.  It was the best vanilla flavor of others I tried.  I would buy more if it was a better price.
5,"Fantastic taste, smooth ""feel"", no nasty aftertaste, pairs great with creamer. What more can one want from a coffee? This has become my favorite."
5,Best flavored k cup I've ever had! I recommend this for everyone. Great flavor! I've given it to all my friends and they get hooked.
5,"I didn't know what this would taste like, but I'm so glad I ordered it.  What a perfect cup of yummy coffee for a cool summer morning!"
5,"Wake up to a cup of Wolfgang Puck Coffe Breakfast in Bed (medium Roast) K-cup for Keurig. is a great way to start your day, or just sit down and relax. Try it and you will be buying more.<br /><br />Shop Amazon for Wolfgang Puck Coffee, Breakfast in Bed"
5,This is a favorite in the office and in my house. We burn through this coffee. I've tried a few of the other Wolfgang coffees and this one is by far the best. I've seen better prices for this at a lot of other places. This is an excellent coffee to start your day with.
1,"Didn't realize it was flavored and thought, when I had my first sip, that it tasted like chemicals. F-. Gave it away the next day at work."
3,"Good, but the Green Mountain reserve Sumatra is better by 1- 1 and a half stars. Sort of tastes a little stale."
5,Wonderful flavor would purchase this blend of coffee again light flavor not bitter at all and price was great the best I found anywhere
5,I find many of the K cups are a bit bitter for my taste.  I want something simple and smooth.  This coffee is wonderful!
4,Not much of a coffee drinker but this Wolfgang Vienna brand is good. Not strong but a mellow taste.  The flavored coffees are getting on my nerves and this is just a good everyday coffee flavor. Everyone in the family and visitors like it. Would buy again.
5,I truly enjoy a good cup of coffee. It does give me a lift in the morning. Wolfgang Puck really knows how to produce a fine cup. Thanks.
4,"great service and delivery for a really good product. i am constantly looking for a good hazelnut coffee and so far this is the best, along with green mountain..."
5,"My family is full of coffee snobs.  If you like robust coffee and use k-cups, this is the product for you."
5,My favorite Flavored coffee!!! This is not available in any of my local stores.  Better price than I have found at any local stores as well.
5,"If you liked flavored coffees, this one has a hint of coconut to it.  This is my favorite coffee by far. I look forward to my first cup every morning."
5,I love this coffee. Great taste and great way to start your morning. If you like flavored coffee you will like this.
5,"These K-Cups are great! The coffee is mild and yummy, but still very flavorful. I love this, cant wait to get my next shipment!"
1,This flavor is horrible.  There are many other flavors much better.  Hawaiian Hazelnut is great!  Breakfast in Bed is AWesome!
5,"This is great coffee.  I am a coffee purist.  I don't add cream or sugar (unless it is weak or bitter). I truly enjoy coffee.  I have tried many different types of coffee for K-cups.  This is my new favorite. The price was amazing too.  Very smooth and subtle hazelnut flavor, not overpowering."
5,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
3,"I like dark strong coffee but I just didn't really care for this one.  Not sure what it really was, almost a tad bitter?  Unfortunately I have another whole box of 24 to use up.  I picked up some Sumatran Reserve (also a dark) and prefer it."
5,"I have tried many different k-cups and this has remained my favorite for the longest time. It is the perfect balance, not too weak and not too bold. And since I usually drink my coffee black, the flavor alone is very important to me. It' has a great flavor and not too acidic."
3,"If you like your flavored coffee to taste like coffee, this may not be for you.  I couldn't taste the coffee at all in the travel size brew, but the smaller brew sizes were a bit better."
5,"Amazon had this as buy one get one free and since it was my favorite, I could not resist.  Great purchase."
5,"this product is great tasting and you don't even need sugar or creamer, but if you like sweet coffee i'd say a little sugar and creamer would not hurt, this is a perfect product to wake up to every morning :)"
5,This coffee is so smoothe.  I brew my morning cup with the medium cup size and it is delicious. It is a little weak on the large cup size setting.
4,"This is a smooth not bitter coffee. It's a little more pricey than some which are just as good, but it has a good sweet flavor, and I can recommend it."
5,I bought a small 3 pack of this locally and liked it so much I bought the 48 pack.  Great deal on Amazon.
5,Bought a sample pack today of the Jamaica Me Crazy and love the flavor.  The flavor is not too powerful nor was it  overwhelming.  I'd recommend the Wolf Gang Puck k-cups.
5,"This is the smoothest and best tasting Keurig coffee I've tried.  It's not bitter, not too weak, not too strong, just right!"
5,"These are awesome...as are all of Wolfgang Puck's k-cups. The coffee is smooth, the cups brew perfectly, the taste is unbelievable! My husband and I are hooked on these. The price is great considering what amazing coffee this is!!"
5,WOLFGANG PUCK'S FRENCH ROAST HAS A DEEP ROBUST FLAVOR. I PREFER IT IN THE AFTERNOON... SOMETIMES WITH A SHOT OF GRAN MARNIER... OH YEAH...
4,"This one is my wife's favorite of all the Hazlenut blends she has tried. This is her ""go to"" after a busy day of being retired.<br />Delivery was exceptional as usual, could not ask for much more."
5,"I drink my coffee black,so quality is a must! This is an excellent medium roast with a smooth consistency and perfect amount of kick. I love all the Wolfgan Puck coffee k-cups, but this is absolutely my favorite!"
5,I drink a lot of coffee and I buy several different types. I found this particular one to be pleasant tasting with a nice aroma while brewing. There is no after-taste so you always want another cup.
5,"Wonderful tasty coffee with a nice aroma as it is brewing. There is no after-taste at all and it very satisfying, you always want another cup of coffee. I continue to buy it."
5,A very nice flavor with no after-taste. It gives off a nice fragrance while brewing and has a very satisfying taste. You have to have another cup!
4,"Dark and full flavored, but distinctly Columbian.  This is a great morning coffee. Better cup of AM Joe than you will get at a coffee place."
5,"My favorite of the Wolfgang series discovered when trying all of the flavors in the available sample pack. Very good flavor, consistent with each pod and not overdone with added flavors. Very good dark roast Colombian cup of coffee from the Wolf."
5,We have tried all of the Hazelnut flavored coffee brands.  This is by far the best.  To bad it isn't an auto ship.
5,"I've tried lots of flavors of coffee and this one is my favorite! Great taste, not bitter at all. A great flavored coffee for people who don't really like the taste of coffee."
5,"the aroma is awesome!!  love the flavor, really gets you going in the morning.  prompt delivery, this is definatly my husbands favorite single cup coffee"
4,"After 5 years with the Keurig, this is the best .  If you like a medium blend, it perfect.  Its smooth, and has taste. Not watered down on either setting."
5,Wolfgang Puck makes the BEST coffee! The package arrived on time and in perfect condition! I would definitely order this again.
5,Have enjoyed every single cup of Breakfast in Bed. Just the right kind of brew to wake up these old bones and get me started on the day's adventure. Also enjoy it while watching NCIS so I can join Gibbs enjoying a brew as well.
5,I love this coffee - it's one of my all time favorites - it has the best flavor and I like the light roast.<br /><br />EXCELLENT!!!!
3,"I love my Keurig but haven't found my ""perfect"" cup of coffee yet, although this comes close. I prefer a medium brew, not bold or strong. Breakfast in Bed is my choice so far."
5,Truly not much needs to be said because it's Wolf and to wake up to his coffee here at the house is fantastic!
4,"I expected more flavor from W. Puck. Though this coffee does taste good, it didn't have caramel flavor as expected. This is my opinion. Someone else may feel differently. The price is okay, I would not discount this product at all. It's a good product. Try it, you may like it."
5,I've tried all Vanilla coffee K-cups and by far this is the best! Wolf Gang Puck Vanilla Francaise is a smooth vanilla experience that lasts way after the coffee is consumed.  Try it you'll love it!
5,"I am not a huge coconut fan, so I wasn't excited about trying this, but with one sip it definitely won me over!  The flavor is perfect and is now one of the flavors in our regular rotation.  And it smells so good!!!"
5,This is my daughter's favorite K-cup product. Mild medium roast it is the next best thing to having Wolfgang cooking breakfast for you in your kitchen.
5,"I'm sure this flavor isn't for everyone, but if you enjoy your coffee on the sweeter and more flavorful side then you should enjoy this. It is not what I would call a ""strong"" coffee by any means. I would describe it as mild and flavorful."
4,"I was really impressed with this coffee, it has a nice bold taste, yet a smooth<br /> finish. I would order this coffee again."
5,This is my absolute favorite coffee flavor out there!  I'm so glad it comes in K-Cups!  And I'm glad it is so inexpensive!
5,I find this particular brand as good as the local coffee shop coffee (D.D.) which is a compliment to the maker. I have made this particular brand my #1 choice.
5,"I normally drink only Donut Shop, but when I saw this on sale I thought I would give it a try.  I was quite impressed with it and really enjoy this one.  I have now added it to my list of favorite K-cups to buy."
2,"Vanilla flavor is barely noticeable.  Acidic taste, not at all what I expected.  Breakfast in Bed and Hawaiian Hazelnut are much better choices."
5,I really like the flavor of this one! It has a low acidity but still full of flavor! Now I have to have it every morning and I am having trouble finding another one I like this much.
5,"This is the best tasting coffee available on k-cups!!!! The flavor is amazing, it is more expensive than other brands, but for a reason. Definitely worth trying."
5,This is one of the best coffees I have ever had for my Keurig.  It is a nice smooth coffee.  And the price is the best price I could find.  I will be buying more.
5,My husband and I are obsessed with this coffee...we take Kcups and hide them around the house because we wanna make sure it lasts a long time! Such a bold and delicious flavor!
5,"I had tried this coffee before, it is wonderful.  Smooth and rich, full flavored, but not too bold. I would recommend it to anyone."
3,"The coffee is good,however the k-cup is not packaged well,the coffee machine barely streams coffee,more of a fast drip.  The whole idea is it's fast,right?"
5,"It was a bit of a risk to order this, I mean what are you going to do with 2 boxes of kcups that taste terrible? But this was delish, the flavor was really good, and it was still awesome after it had cooled down. It has a coconutty, vanilla flavor, very nice!!"
4,"I like the Jamaica Me Crazy better, but when it's out of stock, this is my second choice.<br /><br />It's got a nice flavor & strength, without being bitter."
5,"This is my favorite KCup.  I'd describe it as medium-dark, creamy and rich.  And very consistent.  A lot of k-cups seem acidic to me, so i'm really glad i found this one. :]"
5,"Very delicious coffee, thankfully Amazon sells this flavor now.  I have been waiting for it since I tasted this last year.  I like the fact that you sell it in a 2 Pack rather than a single."
5,"Delicious coffee, good medium blend.  Its hard to find something that isnt too weak or too bold with K-cups, but this flavor was perfect.  Will buy again."
5,"Good flavor.  Coconut flavor is subtle and not overpowering.  In comparison, there is another coconut coffee by Green Mountain in which the coconut flavor is overdone in my opinion."
2,"While good quality, it was not at all what I expected. It smelled like caramel and vanilla, but it tasted like straight black coffee. I was pretty disappointed."
3,"The coffee is just OK, a little weak. The price is a little high and it is not worth the extra money."
2,I was surprised to find out how weak this coffee is.  It has a good flavor but even on half cup it is very weak.
5,"To me, this has a good, balanced flavor.  Some flavored K-cups seem too light on hazelnut, or too light on coffee.  This one is just right."
4,This k-cup actually smelled up the office. And it tastes as good as it smells. I found it to be very flavorful.
5,"Light and flavorful definitely describes this K-Cup. I often find it hard to find flavored K-Cups that aren't either 1) so strong you lose the flavor or 2) so light you'd be better off drinking water. However, I have to admit I have found a new favorite in the Hawaiian Hazelnut!"
5,Best K cup around. A must try!  Amazon ships quickly and in one piece. I'd recommend the coffee as well as going through Amazon to order this coffee from.  Thank you for a great experience.
4,Usually do not get the breakfast blends but it was on sale and decided at price would try it out. It was not as weak as some breakfast blends tend to be. Not bad.
4,Wolfgang Puck definitely has the best coffee for the money.  I absolutely love the French Vanilla.  The KCup actually makes a good full cup of coffee.  it could be a tad stronger but overall it is really good.  I still prefer the Senseo Pods to the KCups though.
4,"Jamaica Me Crazy has a slight overtone of cinnamon that is a very nice compliment to the taste of coffee.  The flavoring is strong enough to taste, not just smell, without overpowering the flavor of the coffee.  Very good."
5,I drink my coffee with a splash of half-and-half.  Other hazelnut k-cups are too bland for me.  I much prefer Wolfgang Puck's excellent rich roast with definite -- but not overpowering -- hazelnut flavor.
3,Too bad no one else had reviewed this before my purchase. It's not bold or dark enough to stand up to the Keurig's 3rd button and tasted a little tangy for my liking.
5,"This coffee says medium roast but is actually a little stronger.  We loved it and it has become our favorite.  If you want some coffee to ""caffeine you up"", this is the one for you!!  Also, Wolfgang Puck's Breakfast in Bed is great...not so strong!"
4,"This is very good coffee, but it doesn't have as much flavor as the Van Houttes creme caramel.  If your looking for something that has a lot of flavor, go with the other.  If you are looking for something that is more coffee than flavor, this is it."
4,"By far,this is the best flavored K cup coffee I've ever had. Good body, not bitter, no flowery aroma (like with the Green Mountain flavored K cups). I like my coffee a little stronger than Puck's Hawaiian Hazelnut, but it is certainly a fine, medium bodied,coffee I could drink over and over."
5,These K cups are wonderful! We were pleasantly surprised with the low acidity and smooth flavor! The Rodeo Drive K cups are on our top five K Cup list!
5,Bought this during one of Amazon's Friday Sales.  Did not find too many reviews since these are fairly new.  Took a chance and am very pleased.  We like our coffee rich and strong and this one delivers.  Great tasting dark roast coffee!
2,"I personally did not care for the coffee, too mild for me and a little ""nutty"" flavor in it.  I will stick with Tully's Kona and House blends, also Emeril's Big Easy bold."
5,Exact same as the ones bought at the store only a lot cheaper. Recommended for any Keurig drinkers out there.
5,This is my #1 favorite coffee. Blending of hazelnut and coconut are perfect.  Thank you!!<br /><br />Question:  why was I charged postage on this brand when I have never paid on any other brand of K-Cups from Amazon
5,If you like your Keurig you need to try this K-cup.  Smooth taste with just a slight hint of flavor.  Not overwhelming like some brands.  My new favorite.
5,"This is our favorite k-cup coffee, it is strong - and taste great (although it seems that many of the k-cups) have nearly the same overall taste..."
3,"More than a ""hint"" of coconut! Not very much vanilla. Being a vanilla fan and NOT a coconut fan - this is OK."
4,"This is a good tasting K-cup from a guy who drinks coffee black and prefers a bold, full flavored taste. I would recommend."
5,"I love using K Cups!  Although I have tried so many ""bad"" coffees.  I have finally hit on one dark roast coffee that isn't bitter and has a wonderful flavor.  You don't have to try them all, this is a perfect blend coffee."
5,"Ok - so this is the best flavored coffee ever.  No after taste that seems to always occur w/flavored coffees & its not even really flavored, it has hint of coconut taste but it really still tastes like coffee just the best coffee ever... mmmmmm... add honey.. yummy!!!!!<br />Highly recommend!"
4,Wolfgang puck k cups are under the radar - their coffees are smooth and delicious and Jamaica Me Crazy is my fav and the best coconut flavored coffee on the market. Island coconut is quite poor in comparison.
5,"I've always hated the Peete's or Starbucks burnt-bitter taste. This is a great blend, still strong without the burn roasting.<br /><br />FYI, low quality beans are burned to hide it's bad taste."
5,"I like the darker roast coffees and this fits the bill.  This is every bit as good as Deidrich and Tulley's but typically costs more.  I guess Wolkgang wants a cut.  If you catch it on sale, buy it."
3,"This coffee is a lot like the Green Mountain Nantucket blend.  If you like that, you'll like this.  Generally, the GM product costs less, but this was on sale."
5,"It was as good, if not better, than I was told!  Great taste!  I will puchase it again."
1,"...I will drink this if all other coffee options are exhausted. The coffee has a vanilla/coconut smell but after a sip or two, I can't drink it. Would not purchase again and I'm having trouble even giving it away. I expected more from Wolfgang Puck."
1,"I love caramel and was excited when this arrived. But I AM SO DISAPPOINTED. Hardly any flavor at all, of coffee or caramel"
5,This is an excellent full-bodied coffee without a bitter taste. In general the Wolfgang Puck coffees are quite good although a little more expensive than some of the other K-Cups.
5,"As always, I LOVE this coffee, it's about the only kind I buy for myself.  The turn around time is terrific.  When I have about a week's worth of cups left, I order and have the next batch in perfect timing.  Very happy with everything about this product."
5,"This coffee is a smooth, yet robust taste that does not have any bad after<br />taste. <a href=""http://www.amazon.com/gp/product/B003VXJJ28"">Wolfgang Puck Coffee, Rodeo Drive Blend (Medium Roast), 24-Count K-Cups for Keurig Brewers (Pack of 2)</a>"
5,"Sometimes we have a problem ordering the k-cups because they are way too strong for us--even if you order medium blend.  This coffee was great--just right!  It was a smooth blend, and was perfect for a morning cup of coffee--or anytime!  Would definitely order again!"
5,"Good description of this product. Has the over roasted popular coffee flavor, but, not overpowering. One of my favorites so far."
5,I ordered this by accident and I'm so happy I did. This is a new favorite of mine. It's nice and strong without being bitter.
3,"It's coconut flavored, either you'll like it or not.  I was actually surprised since I'm not a big fan of coconut, but I liked this coffee.  Not my favorite, but nice on occasion."
5,"My friend says she loves this coffee and has never been able to find it in the local stores where we live.  Aha, she did not know that Amazon sells just about anything you could want - no tax and free shipping.  What could be better."
4,"hazelnut being the household favorite favorite, I thought I'd give these k-cups a try. The flavor is smooth and delightful. I suggest trying this brand for your k-cup machine!"
4,"This is good, but could be a bit stronger in the Hazelnut flavor. It is good though and I would purchase it again."
1,I love the taste but have found that many of the cups explode!!  The glue on the side of the cup becomes undone and then the cup explodes.  Very hard to clean up.  Do not think I will buy this brand again!
5,"I love Jamaica Me Crazy coffee. This version is flavorful, the price is pretty good, and it sure beats the office pot coffee that sits on a burner for hours. Fresh coffee, fast!"
3,"This is less of a ""bold"" flavor and more of an acidic and bitter coffee. My wife is easy to please and she's not a fan. I'll finish the box but I reach of others first."
5,"This coffee has become one of my daily favorites.  It's not quite as strong as many of the french roasts, but it's also not as bitter.  A good way to start the day."
5,"I have had all of the various Keurigs since they came on the market for home use. Thus,I have tried pretty near all of the various k-cups. This is one of my top 5 favorites. Love the coconut in it, and the wonderful coffee flavor. YUM!!!!"
4,This coffee was not what I expected but enjoyed it greatly.  I was looking for a stronger vanilla flavor but after trying it I enjoyed it a lot. It was light and smooth and left no aftertaste.  I would recommend this to others.
4,"I like Columbian coffee and this is above average with a good dark color with a nice smell.  The taste is bolder than average but not unpleasant or bitter.  This is my ""strong"" Columbian coffee combining all the good things of the type with a bolder taste."
4,smooth.  I normally drink dark roasts but purchased this on a lightning deal (or maybe a friday sale).  I like it.
3,"The coffee is just OK. It's very mild, almost bordering on weak. Would buy it again if the price was right."
5,I've tried every bold k-cup and this is one is one of my favorites.  Very nice flavor and strength.
3,"Bought this on the recommendation of my son.  Not a big fan of flavored coffee, but a cup a day of this lightly flavored coconut coffee puts me in the islands.  How can you go wrong with Wolfgang Puck?"
1,This coffee says Dark Roast & Extra Bold and.... IT ISN'T! It's weak and barely beats out a cup of Folgers.
5,"This is my favorite coffee flavor and I have not had it in a long time.  Forgot how delicious it was until we ordered the k-cups.  Love them, already ordered more."
5,I bought this coffee for my Keurig coffee maker and I really like it. Smooth  and the best thing it is an organic. Wolfgang uses the the best beans for his coffee's. Buy you will be pleasantly surprised.
5,"great tasting coffee. strong, but not obnoxiously strong and no nasty aftertaste. too bad, it cannot be purchased on subscribe and save anymore."
5,This is the best all around 1st cup in the morning coffee ever!  I love it.  Perfect flavor.
5,By far the tastiest coffee I have purchased from Amazon.  Sorry it isn't in the Shop and Save any longer.  Delicious!!!
5,"Love this blend, so was delighted to find it on your ""Subscribe & Save"" program (at a better price<br />than w/Keurig.  So REALLY disappointed to learn today it was no longer available on said program.<br />Shame on manufacturerer!"
5,"I have tried about 25 different K-Cup flavors, and this is my favorite.  It has a wonderful aroma, and just the right amount of Hazelnut.  Use the subscribe option, and this is a deal that can't be beat."
5,I buy these with subscribe and save.  I like the flavor and aroma.  Going on month two and I am not tired of them yet!
4,One of the weaker flavored coffees but a yummy one.  Almost no need for milk as it is already creamy tasting.
5,"This coffee is awesome.  Kinda bold, with a sweetness.  Excellent my son says with International's Carmel Macchiado creamer you can find in the dairy section."
5,The coffee was great. Spent some time in Jamaica and got to love the coffee. Nice to get in back home as well.
5,I like full-bodied coffee and to try something different to supplement the standard one I use.  This coffee was perfect for that purpose. Timothy's Rainforest Expresso is still my standard one...but I will order this again.
5,"Creme Caramel is by far my newest favorite!  Great coffee flavor, not too weak, with a wonderful caramel aroma!"
5,"I drink alot of coffee and love hazelnut coffee, this brand has the best flavor I have ever tasted. I have bought several different brands and this one is the BEST! It may be a few dollars more but it is worth it. I absolutely love and enjoy it every morning."
2,"I REALLY like the taste of this coffee! My only complaint is that the coffee grinds end up in my coffee. Not a huge fan of that and even though I really like the taste of it I will not order again, bummer!! =("
5,"My favorite, I have it auto shipped through Amazon. The only problem I have is I drink way too much coffee now because I like it so much."
5,This is one of my favorite K-cups.  It's a rich dark coffee without the bitterness of some.  Highly recommended.
3,I thought the coffee tasted fine.  It was not strong enough for my husband.  Several of the pods burst during brewing.  I probably won't purchase this again.
5,This is my favorite of the flavored coffees. I am not usually a fan of coconut but this coffee is deliciously coconutty-chocolaty! Love it!
5,"Yummy, mild, and delicious. My new favorite! Mild in comparision to coffees called ""rocket fuel"" and taste like motor oil, but truly a medium roast. Pleasant in the morning. Makes you glad to have a good cup of coffee."
5,Wolfgang Puck coffees are great and the Creme Caramel is one of my favorites. I would recommend this coffee for people who like a mild flavor.
4,I thought that because of the name attached that I would be wow-ed...its just a good average coffee nothing spectacular.
5,"I prefer mild to medium coffee and I've tried so many different k-cups but I'll stay with this one the other reviews were right on , smooth and not any bitterness. Just a great cup of joe. With amazon prime it came super fast, if you're not a prime member I strongly recommend it."
1,"This is a good French roast coffee, although it could be a little bolder. I've never before had a k cup dump the contents into my cup. It's extremely irritating to deal with grounds in the cup and machine when deliberately choosing a system that avoids the mess."
4,"I am impressed with Mr Puck's different blends, this one is a favorite of ours. It lives up to the ""medium roast"" name, full bodied, not acidic and smells great while brewing, will buy again."
5,Great Deal - GREAT turnaround!  What a difference from other orders I have placed with other vendors!  Got the package the day after I ordered it!
5,"If you like vanilla flavored coffee, this is it!! I put a french vanilla creamer in and no other sweetner is needed. I have it every day and I'll always order ahead so I don't run out."
5,"This coffee is Bold and none of the bitterness that is usually found in bold coffee's.  It also scored exeptional in the single serve coffee ratings and I concur.  There is a lot of dreck out there in K-Cups, this and Wolfgang Puck's Hawaiian Hazelnut are great!"
2,"I got this is a low cost alternative to my normal Jet Fuel and it just didn't measure up. I like strong coffee but this had a bitter taste that I just didn't care for. Also, 3 of the cups had some sort of malfunction and dumped their grinds into my cup-not sure why."
